交易日期,契約,到期月份(週別),開盤價,最高價,最低價,收盤價,漲跌價,漲跌%,成交量,結算價,未沖銷契約數,最後最佳買價,最後最佳賣價,歷史最高價,歷史最低價,是否因訊息面暫停交易,交易時段,價差對單式委託成交量
2023/07/03,TX,202307  ,16901,17038,16897,17035,248,1.48%,75504,17035,84331,17033,17037,17128,14990,,一般,,
2023/07/03,TX,202307  ,16776,16905,16775,16865,78,0.46%,34858,-,-,16864,16865,17128,14990,,盤後,,
2023/07/03,TX,202308  ,16853,16994,16853,16993,256,1.53%,798,16989,1390,16987,16994,17062,15631,,一般,,
2023/07/03,TX,202308  ,16739,16855,16736,16817,80,0.48%,382,-,-,16817,16820,17062,15631,,盤後,,
2023/07/03,TX,202309  ,16846,16972,16840,16972,245,1.46%,71,16972,1065,16968,16974,17028,11969,,一般,,
2023/07/03,TX,202309  ,16733,16828,16733,16798,71,0.42%,37,-,-,16799,16803,17028,11969,,盤後,,
2023/07/03,TX,202312  ,16801,16921,16801,16920,238,1.43%,38,16920,287,16925,16933,16983,13257,,一般,,
2023/07/03,TX,202312  ,16716,16790,16716,16761,79,0.47%,20,-,-,16757,16762,16983,13257,,盤後,,
2023/07/03,TX,202403  ,16750,16869,16750,16867,235,1.41%,22,16867,383,16871,16880,16933,14451,,一般,,
2023/07/03,TX,202403  ,16695,16732,16695,16710,78,0.47%,6,-,-,16703,16709,16933,14451,,盤後,,
2023/07/03,TX,202406  ,16686,16810,16686,16810,238,1.44%,50,16810,36,16806,16819,16810,16488,,一般,,
2023/07/03,TX,202406  ,16639,16679,16639,16643,71,0.43%,7,-,-,16638,16646,16740,16488,,盤後,,
2023/07/04,TX,202307  ,17025,17116,16983,17106,71,0.42%,67409,17103,84469,17104,17106,17128,14990,,一般,,
2023/07/04,TX,202307  ,17040,17077,16992,17019,-16,-0.09%,28641,-,-,17019,17022,17128,14990,,盤後,,
2023/07/04,TX,202308  ,16984,17065,16942,17058,69,0.41%,467,17057,1496,17056,17059,17065,15631,,一般,,
2023/07/04,TX,202308  ,16996,17027,16951,16979,-10,-0.06%,227,-,-,16978,16981,17062,15631,,盤後,,
