交易日期,契約,到期月份(週別),開盤價,最高價,最低價,收盤價,漲跌價,漲跌%,成交量,結算價,未沖銷契約數,最後最佳買價,最後最佳賣價,歷史最高價,歷史最低價,是否因訊息面暫停交易,交易時段,價差對單式委託成交量
2025/09/01,TX,202509  ,24120,24245,23847,24008,-260,-1.07%,82254,24007,77422,24008,24012,24496,16850,,一般,,
2025/09/01,TX,202509  ,24250,24284,24033,24061,-207,-0.85%,47988,-,-,24061,24066,24496,16850,,盤後,,
2025/09/01,TX,202510  ,24123,24244,23850,24016,-244,-1.01%,1315,24016,2102,24007,24014,24486,22803,,一般,,
2025/09/01,TX,202510  ,24247,24277,24031,24074,-186,-0.77%,1482,-,-,24060,24068,24486,22803,,盤後,,
2025/09/01,TX,202511  ,24133,24182,23868,24026,-235,-0.97%,38,24017,63,24013,24021,24458,23736,,一般,,
2025/09/01,TX,202511  ,24256,24269,24058,24070,-191,-0.79%,27,-,-,24051,24077,24458,23736,,盤後,,
2025/09/01,TX,202512  ,24147,24158,23868,23940,-268,-1.11%,12,23970,811,23966,23975,24400,16873,,一般,,
2025/09/01,TX,202512  ,24046,24047,24011,24023,-185,-0.76%,6,-,-,24012,24029,24400,16873,,盤後,,
2025/09/01,TX,202603  ,23871,23871,23782,23782,-351,-1.45%,4,23907,292,23902,23912,24275,17068,,一般,,
2025/09/01,TX,202603  ,-,-,-,-,-,-,0,-,-,23941,23973,24275,17068,,盤後,,
2025/09/01,TX,202606  ,23790,23793,23779,23793,-239,-0.99%,3,23848,68,23812,23885,24250,20819,,一般,,
2025/09/01,TX,202606  ,23878,23878,23878,23878,-154,-0.64%,1,-,-,23824,23917,24250,20819,,盤後,,
2025/09/02,TX,202509  ,24083,24249,23879,23965,-42,-0.17%,78953,23972,77919,23967,23971,24496,16850,,一般,,
2025/09/02,TX,202509  ,24019,24096,24008,24085,78,0.32%,14381,-,-,24081,24085,24496,16850,,盤後,,
2025/09/02,TX,202510  ,24076,24242,23880,23966,-50,-0.21%,1236,23966,1937,23964,23970,24486,22803,,一般,,
2025/09/02,TX,202510  ,24016,24092,24012,24076,60,0.25%,276,-,-,24076,24084,24486,22803,,盤後,,
2025/09/02,TX,202511  ,24088,24240,23900,23983,-34,-0.14%,48,23983,89,23974,23981,24458,23736,,一般,,
2025/09/02,TX,202511  ,24023,24101,24023,24087,70,0.29%,19,-,-,24084,24092,24458,23736,,盤後,,
2025/09/02,TX,202512  ,24136,24174,23858,23939,-31,-0.13%,19,23939,811,23934,23943,24400,16873,,一般,,
2025/09/02,TX,202512  ,23970,24043,23970,24043,73,0.30%,13,-,-,24044,24053,24400,16873,,盤後,,
2025/09/02,TX,202603  ,24020,24095,23814,23871,-36,-0.15%,7,23879,295,23875,23884,24275,17068,,一般,,
2025/09/02,TX,202603  ,23970,23975,23940,23975,68,0.28%,8,-,-,23980,23991,24275,17068,,盤後,,
2025/09/02,TX,202606  ,23848,23932,23788,23788,-60,-0.25%,4,23814,67,23788,23840,24250,20819,,一般,,
2025/09/02,TX,202606  ,-,-,-,-,-,-,0,-,-,23881,23952,24250,20819,,盤後,,
2025/09/03,TX,202509  ,23966,24083,23888,23997,25,0.10%,57816,23997,78405,23994,23997,24496,16850,,一般,,
2025/09/03,TX,202509  ,24009,24022,23691,23940,-32,-0.13%,69586,-,-,23940,23942,24496,16850,,盤後,,
2025/09/03,TX,202510  ,23969,24083,23888,24000,34,0.14%,620,24000,1879,23995,24000,24486,22803,,一般,,
2025/09/03,TX,202510  ,24018,24018,23700,23956,-10,-0.04%,1608,-,-,23937,23943,24486,22803,,盤後,,
2025/09/03,TX,202511  ,23980,24059,23933,24016,33,0.14%,20,24016,115,24005,24013,24458,23736,,一般,,
2025/09/03,TX,202511  ,24025,24025,23744,23960,-23,-0.10%,50,-,-,23948,23959,24458,23736,,盤後,,
2025/09/03,TX,202512  ,23962,24038,23957,23983,44,0.18%,17,23983,882,23983,23991,24400,16873,,一般,,
2025/09/03,TX,202512  ,23954,23954,23700,23884,-55,-0.23%,75,-,-,23923,23941,24400,16873,,盤後,,
2025/09/03,TX,202603  ,23957,23967,23957,23967,88,0.37%,2,23938,308,23934,23943,24275,17068,,一般,,
2025/09/03,TX,202603  ,23850,23850,23730,23835,-44,-0.18%,20,-,-,23869,23897,24275,17068,,盤後,,
2025/09/03,TX,202606  ,-,-,-,-,-,-,0,23878,67,23854,23903,24250,20819,,一般,,
2025/09/03,TX,202606  ,23750,23750,23750,23750,-64,-0.27%,1,-,-,23790,23810,24250,20819,,盤後,,
2025/09/04,TX,202509  ,24195,24365,24113,24132,135,0.56%,78433,24130,77307,24131,24132,24496,16850,,一般,,
2025/09/04,TX,202509  ,24020,24188,23977,24129,132,0.55%,46166,-,-,24126,24130,24496,16850,,盤後,,
2025/09/04,TX,202510  ,24200,24357,24116,24129,129,0.54%,1385,24129,2105,24128,24130,24486,22803,,一般,,
2025/09/04,TX,202510  ,24017,24190,23983,24121,121,0.50%,735,-,-,24126,24134,24486,22803,,盤後,,
2025/09/04,TX,202511  ,24240,24350,24131,24131,115,0.48%,37,24142,110,24140,24145,24458,23736,,一般,,
2025/09/04,TX,202511  ,24085,24176,24056,24056,40,0.17%,21,-,-,24137,24146,24458,23736,,盤後,,
2025/09/04,TX,202512  ,24211,24299,24110,24110,127,0.53%,31,24120,897,24117,24123,24400,16873,,一般,,
2025/09/04,TX,202512  ,24018,24158,23998,24005,22,0.09%,18,-,-,24113,24124,24400,16873,,盤後,,
2025/09/04,TX,202603  ,24202,24224,24068,24068,130,0.54%,11,24068,312,24069,24076,24275,17068,,一般,,
2025/09/04,TX,202603  ,24031,24072,23958,23958,20,0.08%,4,-,-,24064,24080,24275,17068,,盤後,,
2025/09/04,TX,202606  ,24097,24097,24071,24071,193,0.81%,8,24003,61,23981,24025,24250,20819,,一般,,
2025/09/04,TX,202606  ,23970,23970,23970,23970,92,0.39%,1,-,-,23986,24044,24250,20819,,盤後,,
2025/09/05,TX,202509  ,24363,24429,24286,24419,289,1.20%,55821,24424,77754,24416,24419,24496,16850,,一般,,
2025/09/05,TX,202509  ,24125,24338,24120,24335,205,0.85%,34319,-,-,24322,24334,24496,16850,,盤後,,
2025/09/05,TX,202510  ,24365,24421,24282,24412,283,1.17%,1209,24418,2587,24407,24413,24486,22803,,一般,,
2025/09/05,TX,202510  ,24125,24333,24125,24330,201,0.83%,461,-,-,24317,24332,24486,22803,,盤後,,
2025/09/05,TX,202511  ,24378,24415,24289,24415,273,1.13%,41,24415,115,24408,24415,24458,23736,,一般,,
2025/09/05,TX,202511  ,24127,24334,24127,24327,185,0.77%,13,-,-,24319,24336,24458,23736,,盤後,,
2025/09/05,TX,202512  ,24357,24400,24279,24400,280,1.16%,13,24400,897,24386,24393,24400,16873,,一般,,
2025/09/05,TX,202512  ,24140,24261,24140,24261,141,0.58%,7,-,-,24302,24319,24400,16873,,盤後,,
2025/09/05,TX,202603  ,24266,24349,24245,24349,281,1.17%,6,24340,312,24337,24343,24349,17068,,一般,,
2025/09/05,TX,202603  ,24109,24109,24109,24109,41,0.17%,1,-,-,24255,24276,24275,17068,,盤後,,
2025/09/05,TX,202606  ,24256,24277,24256,24277,274,1.14%,3,24277,63,24266,24299,24277,20819,,一般,,
2025/09/05,TX,202606  ,-,-,-,-,-,-,0,-,-,24167,24238,24250,20819,,盤後,,
2025/09/08,TX,202509  ,24588,24674,24518,24551,127,0.52%,58765,24556,77312,24549,24553,24674,16850,,一般,,
2025/09/08,TX,202509  ,24440,24549,24288,24478,54,0.22%,61197,-,-,24475,24478,24549,16850,,盤後,,
2025/09/08,TX,202510  ,24570,24660,24509,24543,125,0.51%,1231,24545,2908,24542,24546,24660,22803,,一般,,
2025/09/08,TX,202510  ,24425,24538,24288,24467,49,0.20%,1518,-,-,24467,24474,24538,22803,,盤後,,
2025/09/08,TX,202511  ,24583,24638,24523,24552,137,0.56%,32,24552,123,24539,24547,24638,23736,,一般,,
2025/09/08,TX,202511  ,24425,24533,24300,24500,85,0.35%,45,-,-,24469,24478,24533,23736,,盤後,,
2025/09/08,TX,202512  ,24590,24639,24493,24562,162,0.66%,16,24515,908,24512,24519,24639,16873,,一般,,
2025/09/08,TX,202512  ,24473,24518,24270,24484,84,0.34%,21,-,-,24447,24457,24518,16873,,盤後,,
2025/09/08,TX,202603  ,24537,24537,24489,24489,149,0.61%,4,24470,316,24466,24474,24537,17068,,一般,,
2025/09/08,TX,202603  ,24336,24441,24227,24337,-3,-0.01%,6,-,-,24395,24410,24441,17068,,盤後,,
2025/09/08,TX,202606  ,24506,24512,24475,24475,198,0.82%,4,24421,66,24409,24433,24512,20819,,一般,,
2025/09/08,TX,202606  ,-,-,-,-,-,-,0,-,-,24325,24363,24277,20819,,盤後,,
2025/09/09,TX,202509  ,24725,24838,24660,24802,246,1.00%,56977,24803,79446,24803,24805,24838,16850,,一般,,
2025/09/09,TX,202509  ,24570,24720,24562,24712,156,0.64%,25001,-,-,24709,24714,24720,16850,,盤後,,
2025/09/09,TX,202510  ,24702,24822,24652,24788,243,0.99%,2050,24784,3976,24786,24789,24822,22803,,一般,,
2025/09/09,TX,202510  ,24552,24710,24552,24698,153,0.62%,600,-,-,24695,24704,24710,22803,,盤後,,
2025/09/09,TX,202511  ,24700,24811,24660,24783,231,0.94%,115,24783,169,24782,24788,24811,23736,,一般,,
2025/09/09,TX,202511  ,24575,24700,24575,24700,148,0.60%,37,-,-,24696,24706,24700,23736,,盤後,,
2025/09/09,TX,202512  ,24668,24772,24620,24742,227,0.93%,20,24742,913,24742,24746,24772,16873,,一般,,
2025/09/09,TX,202512  ,24558,24679,24558,24679,164,0.67%,6,-,-,24661,24676,24679,16873,,盤後,,
2025/09/09,TX,202603  ,24646,24660,24586,24607,137,0.56%,19,24693,325,24690,24697,24660,17068,,一般,,
2025/09/09,TX,202603  ,24568,24568,24540,24540,70,0.29%,2,-,-,24614,24628,24568,17068,,盤後,,
2025/09/09,TX,202606  ,24562,24562,24561,24561,140,0.57%,3,24646,67,24633,24660,24562,20819,,一般,,
2025/09/09,TX,202606  ,24470,24470,24470,24470,49,0.20%,1,-,-,24564,24594,24512,20819,,盤後,,
2025/09/10,TX,202509  ,24970,25244,24961,25178,375,1.51%,70661,25176,81079,25172,25178,25244,16850,,一般,,
2025/09/10,TX,202509  ,24809,24977,24750,24977,174,0.70%,40441,-,-,24975,24977,24977,16850,,盤後,,
2025/09/10,TX,202510  ,24942,25220,24942,25148,364,1.47%,2828,25152,5583,25149,25156,25220,22803,,一般,,
2025/09/10,TX,202510  ,24787,24962,24742,24962,178,0.72%,1144,-,-,24962,24964,24962,22803,,盤後,,
2025/09/10,TX,202511  ,24963,25200,24959,25130,347,1.40%,111,25150,172,25145,25156,25200,23736,,一般,,
2025/09/10,TX,202511  ,24783,24954,24736,24954,171,0.69%,67,-,-,24954,24957,24954,23736,,盤後,,
2025/09/10,TX,202512  ,24928,25140,24928,25113,371,1.50%,101,25113,991,25109,25119,25140,16873,,一般,,
2025/09/10,TX,202512  ,24766,24894,24700,24890,148,0.60%,27,-,-,24911,24919,24894,16873,,盤後,,
2025/09/10,TX,202603  ,24900,25102,24900,25062,369,1.49%,32,25062,332,25053,25064,25102,17068,,一般,,
2025/09/10,TX,202603  ,24716,24850,24716,24832,139,0.56%,15,-,-,24864,24874,24850,17068,,盤後,,
2025/09/10,TX,202606  ,-,-,-,-,-,-,0,25013,67,24993,25033,24562,20819,,一般,,
2025/09/10,TX,202606  ,-,-,-,-,-,-,0,-,-,24815,24837,24562,20819,,盤後,,
2025/09/11,TX,202509  ,25386,25464,25176,25240,64,0.25%,73339,25233,80304,25234,25239,25475,16850,,一般,,
2025/09/11,TX,202509  ,25193,25475,25165,25361,185,0.73%,50263,-,-,25358,25363,25475,16850,,盤後,,
2025/09/11,TX,202510  ,25382,25450,25168,25226,74,0.29%,3366,25225,6908,25224,25230,25453,22803,,一般,,
2025/09/11,TX,202510  ,25171,25453,25150,25350,198,0.79%,2220,-,-,25342,25351,25453,22803,,盤後,,
2025/09/11,TX,202511  ,25358,25439,25180,25219,69,0.27%,85,25228,171,25224,25233,25440,23736,,一般,,
2025/09/11,TX,202511  ,25162,25440,25162,25341,191,0.76%,136,-,-,25336,25348,25440,23736,,盤後,,
2025/09/11,TX,202512  ,25325,25399,25174,25182,69,0.27%,41,25195,982,25190,25200,25399,16873,,一般,,
2025/09/11,TX,202512  ,25172,25389,25133,25233,120,0.48%,49,-,-,25298,25308,25389,16873,,盤後,,
2025/09/11,TX,202603  ,25268,25354,25120,25126,64,0.26%,55,25137,336,25134,25140,25354,17068,,一般,,
2025/09/11,TX,202603  ,25084,25318,25084,25302,240,0.96%,34,-,-,25245,25259,25318,17068,,盤後,,
2025/09/11,TX,202606  ,25235,25279,25073,25073,60,0.24%,6,25098,64,25082,25114,25279,20819,,一般,,
2025/09/11,TX,202606  ,25141,25267,25129,25267,254,1.02%,4,-,-,25190,25228,25267,20819,,盤後,,
2025/09/12,TX,202509  ,25418,25466,25350,25459,226,0.90%,55444,25458,73194,25463,25466,25475,16850,,一般,,
2025/09/12,TX,202509  ,25259,25446,25255,25409,176,0.70%,39455,-,-,25400,25410,25475,16850,,盤後,,
2025/09/12,TX,202510  ,25409,25475,25359,25475,250,0.99%,8427,25469,12614,25472,25476,25475,22803,,一般,,
2025/09/12,TX,202510  ,25250,25435,25250,25393,168,0.67%,1228,-,-,25390,25400,25453,22803,,盤後,,
2025/09/12,TX,202511  ,25410,25463,25384,25462,234,0.93%,35,25462,167,25469,25477,25463,23736,,一般,,
2025/09/12,TX,202511  ,25235,25435,25235,25405,177,0.70%,72,-,-,25391,25407,25440,23736,,盤後,,
2025/09/12,TX,202512  ,25406,25437,25337,25437,242,0.96%,76,25437,1017,25438,25442,25437,16873,,一般,,
2025/09/12,TX,202512  ,25229,25397,25229,25396,201,0.80%,24,-,-,25361,25377,25399,16873,,盤後,,
2025/09/12,TX,202603  ,25320,25370,25320,25360,223,0.89%,67,25377,341,25375,25379,25370,17068,,一般,,
2025/09/12,TX,202603  ,25210,25296,25210,25260,123,0.49%,6,-,-,25306,25322,25354,17068,,盤後,,
2025/09/12,TX,202606  ,-,-,-,-,-,-,0,25349,63,25328,25370,25279,20819,,一般,,
2025/09/12,TX,202606  ,25178,25178,25178,25178,80,0.32%,1,-,-,25253,25295,25279,20819,,盤後,,
2025/09/15,TX,202509  ,25404,25450,25269,25353,-105,-0.41%,89375,25347,40730,25350,25353,25475,16850,,一般,,
2025/09/15,TX,202509  ,25428,25439,25319,25378,-80,-0.31%,29673,-,-,25376,25383,25475,16850,,盤後,,
