交易日期,契約,到期月份(週別),開盤價,最高價,最低價,收盤價,漲跌價,漲跌%,成交量,結算價,未沖銷契約數,最後最佳買價,最後最佳賣價,歷史最高價,歷史最低價,是否因訊息面暫停交易,交易時段,價差對單式委託成交量
2022/06/01,TX,202206  ,16647,16755,16592,16610,-71,-0.43%,95150,16608,94358,16610,16612,18398,15490,,一般,,
2022/06/01,TX,202206  ,16645,16680,16550,16598,-83,-0.50%,67917,-,-,16590,16599,18398,15490,,盤後,,
2022/06/01,TX,202207  ,16255,16345,16180,16197,-89,-0.55%,1686,16195,9177,16194,16201,16982,15224,,一般,,
2022/06/01,TX,202207  ,16248,16286,16164,16190,-96,-0.59%,889,-,-,16189,16202,16982,15224,,盤後,,
2022/06/01,TX,202208  ,16080,16161,16040,16040,-90,-0.56%,36,16040,110,16042,16049,16161,15315,,一般,,
2022/06/01,TX,202208  ,16080,16080,16010,16022,-108,-0.67%,24,-,-,16027,16046,16155,15315,,盤後,,
2022/06/01,TX,202209  ,15993,16100,15950,15950,-91,-0.57%,27,15960,2417,15958,15962,18005,14952,,一般,,
2022/06/01,TX,202209  ,15986,16030,15917,15970,-71,-0.44%,37,-,-,15944,15957,18005,14952,,盤後,,
2022/06/01,TX,202212  ,15935,16044,15901,15901,-95,-0.59%,14,15901,1016,15902,15907,17888,14915,,一般,,
2022/06/01,TX,202212  ,15930,15969,15864,15916,-80,-0.50%,22,-,-,15881,15903,17888,14915,,盤後,,
2022/06/01,TX,202303  ,15889,16000,15851,15851,-96,-0.60%,5,15851,735,15852,15863,17000,14879,,一般,,
2022/06/01,TX,202303  ,15900,15930,15853,15853,-94,-0.59%,7,-,-,15833,15856,17000,14879,,盤後,,
2022/06/02,TX,202206  ,16536,16585,16471,16532,-76,-0.46%,80160,16533,93694,16531,16533,18398,15490,,一般,,
2022/06/02,TX,202206  ,16623,16668,16465,16530,-78,-0.47%,71617,-,-,16530,16536,18398,15490,,盤後,,
