交易日期,契約,到期月份(週別),開盤價,最高價,最低價,收盤價,漲跌價,漲跌%,成交量,結算價,未沖銷契約數,最後最佳買價,最後最佳賣價,歷史最高價,歷史最低價,是否因訊息面暫停交易,交易時段,價差對單式委託成交量
2019/12/02,TX,201912  ,11527,11533,11459,11502,38,0.33%,90579,11502,90603,11502,11503,11682,8770,,一般,,
2019/12/02,TX,201912  ,11465,11498,11424,11479,15,0.13%,35272,-,-,11480,11481,11682,8770,,盤後,,
2019/12/02,TX,202001  ,11495,11502,11433,11471,36,0.31%,1501,11472,3907,11471,11474,11652,11070,,一般,,
2019/12/02,TX,202001  ,11435,11467,11400,11453,18,0.16%,488,-,-,11451,11453,11652,11070,,盤後,,
2019/12/02,TX,202002  ,11482,11484,11418,11459,40,0.35%,102,11459,250,11455,11459,11637,11383,,一般,,
2019/12/02,TX,202002  ,11413,11447,11383,11433,14,0.12%,34,-,-,11435,11438,11637,11383,,盤後,,
2019/12/02,TX,202003  ,11417,11459,11400,11437,40,0.35%,53,11437,1869,11433,11436,11610,9756,,一般,,
2019/12/02,TX,202003  ,11390,11424,11367,11406,9,0.08%,48,-,-,11411,11415,11610,9756,,盤後,,
2019/12/02,TX,202006  ,11395,11395,11343,11354,24,0.21%,21,11367,611,11365,11369,11541,9919,,一般,,
2019/12/02,TX,202006  ,11317,11347,11308,11343,13,0.11%,14,-,-,11344,11348,11541,9919,,盤後,,
2019/12/02,TX,202009  ,11031,11032,10965,11006,36,0.33%,48,11006,447,11003,11006,11182,10270,,一般,,
2019/12/02,TX,202009  ,10967,11000,10938,10990,20,0.18%,43,-,-,10981,10983,11182,10270,,盤後,,
2019/12/03,TX,201912  ,11444,11527,11439,11524,22,0.19%,88994,11523,91515,11524,11525,11682,8770,,一般,,
2019/12/03,TX,201912  ,11509,11530,11431,11442,-60,-0.52%,43261,-,-,11441,11442,11682,8770,,盤後,,
2019/12/03,TX,202001  ,11410,11496,11410,11495,23,0.20%,1122,11493,4282,11493,11496,11652,11070,,一般,,
2019/12/03,TX,202001  ,11479,11500,11404,11415,-57,-0.50%,840,-,-,11411,11414,11652,11070,,盤後,,
2019/12/03,TX,202002  ,11395,11478,11395,11475,16,0.14%,106,11475,299,11477,11480,11637,11383,,一般,,
2019/12/03,TX,202002  ,11464,11480,11388,11399,-60,-0.52%,66,-,-,11395,11399,11637,11383,,盤後,,
