交易日期,契約,到期月份(週別),開盤價,最高價,最低價,收盤價,漲跌價,漲跌%,成交量,結算價,未沖銷契約數,最後最佳買價,最後最佳賣價,歷史最高價,歷史最低價,是否因訊息面暫停交易,交易時段,價差對單式委託成交量
2022/12/01,TX,202212  ,15030,15119,14927,14977,175,1.18%,109793,14980,82384,14977,14981,17888,12617,,一般,,
2022/12/01,TX,202212  ,14808,15039,14713,15015,213,1.44%,65008,-,-,15015,15017,17888,12617,,盤後,,
2022/12/01,TX,202301  ,15012,15082,14900,14953,179,1.21%,1281,14954,3605,14950,14954,15082,12631,,一般,,
2022/12/01,TX,202301  ,14777,15003,14685,14990,216,1.46%,794,-,-,14985,14988,15003,12631,,盤後,,
2022/12/01,TX,202302  ,14966,15052,14886,14922,175,1.19%,95,14922,237,14920,14926,15052,14316,,一般,,
2022/12/01,TX,202302  ,14739,14967,14677,14966,219,1.49%,79,-,-,14954,14960,14967,14316,,盤後,,
2022/12/01,TX,202303  ,14954,15028,14845,14889,180,1.22%,173,14889,1007,14890,14897,17000,12563,,一般,,
2022/12/01,TX,202303  ,14726,14922,14646,14922,213,1.45%,58,-,-,14926,14931,17000,12563,,盤後,,
2022/12/01,TX,202306  ,14886,14916,14750,14781,153,1.05%,17,14802,440,14799,14806,15417,12496,,一般,,
2022/12/01,TX,202306  ,14630,14839,14606,14839,211,1.44%,38,-,-,14833,14843,15417,12496,,盤後,,
2022/12/01,TX,202309  ,14399,14441,14298,14325,182,1.29%,39,14325,341,14319,14329,14441,11969,,一般,,
2022/12/01,TX,202309  ,14135,14361,14120,14361,218,1.54%,69,-,-,14345,14356,14361,11969,,盤後,,
2022/12/02,TX,202212  ,14860,14959,14842,14886,-94,-0.63%,70239,14884,85713,14884,14885,17888,12617,,一般,,
2022/12/02,TX,202212  ,14940,14996,14853,14911,-69,-0.46%,58452,-,-,14911,14913,17888,12617,,盤後,,
2022/12/02,TX,202301  ,14823,14929,14817,14858,-96,-0.64%,712,14857,3729,14858,14861,15082,12631,,一般,,
2022/12/02,TX,202301  ,14913,14968,14829,14888,-66,-0.44%,428,-,-,14883,14888,15082,12631,,盤後,,
2022/12/02,TX,202302  ,14801,14902,14800,14830,-92,-0.62%,32,14830,244,14830,14834,15052,14316,,一般,,
2022/12/02,TX,202302  ,14892,14930,14821,14877,-45,-0.30%,47,-,-,14857,14862,15052,14316,,盤後,,
2022/12/02,TX,202303  ,14787,14870,14766,14799,-90,-0.60%,139,14799,1078,14798,14800,17000,12563,,一般,,
2022/12/02,TX,202303  ,14863,14900,14783,14831,-58,-0.39%,41,-,-,14826,14832,17000,12563,,盤後,,
2022/12/02,TX,202306  ,14673,14734,14673,14734,-68,-0.46%,4,14710,439,14709,14712,15417,12496,,一般,,
2022/12/02,TX,202306  ,14757,14757,14685,14750,-52,-0.35%,5,-,-,14735,14741,15417,12496,,盤後,,
2022/12/02,TX,202309  ,14221,14257,14221,14240,-85,-0.59%,4,14240,344,14235,14242,14441,11969,,一般,,
2022/12/02,TX,202309  ,14289,14341,14211,14241,-84,-0.59%,12,-,-,14261,14269,14441,11969,,盤後,,
2022/12/05,TX,202212  ,14898,15046,14880,14935,51,0.34%,79795,14930,86774,14931,14933,17888,12617,,一般,,
2022/12/05,TX,202212  ,14882,14936,14717,14898,14,0.09%,61382,-,-,14891,14899,17888,12617,,盤後,,
2022/12/05,TX,202301  ,14870,15017,14858,14903,46,0.31%,1099,14901,4094,14902,14905,15082,12631,,一般,,
2022/12/05,TX,202301  ,14865,14910,14700,14870,13,0.09%,554,-,-,14864,14875,15082,12631,,盤後,,
2022/12/05,TX,202302  ,14860,14983,14840,14878,48,0.32%,105,14878,258,14876,14881,15052,14316,,一般,,
2022/12/05,TX,202302  ,14838,14842,14700,14832,2,0.01%,18,-,-,14837,14848,15052,14316,,盤後,,
2022/12/05,TX,202303  ,14822,14957,14822,14842,43,0.29%,71,14842,1118,14845,14849,17000,12563,,一般,,
2022/12/05,TX,202303  ,14801,14830,14638,14816,17,0.11%,67,-,-,14807,14819,17000,12563,,盤後,,
2022/12/05,TX,202306  ,14798,14868,14756,14766,56,0.38%,14,14766,426,14757,14762,15417,12496,,一般,,
2022/12/05,TX,202306  ,14726,14728,14590,14707,-3,-0.02%,24,-,-,14718,14730,15417,12496,,盤後,,
2022/12/05,TX,202309  ,14313,14387,14313,14354,114,0.80%,22,14282,344,14279,14286,14441,11969,,一般,,
2022/12/05,TX,202309  ,14250,14250,14099,14247,7,0.05%,13,-,-,14243,14256,14441,11969,,盤後,,
2022/12/06,TX,202212  ,14874,14894,14672,14675,-255,-1.71%,92759,14679,86942,14676,14677,17888,12617,,一般,,
2022/12/06,TX,202212  ,14947,14951,14790,14837,-93,-0.62%,45800,-,-,14837,14838,17888,12617,,盤後,,
2022/12/06,TX,202301  ,14850,14867,14646,14650,-251,-1.68%,1118,14651,4512,14650,14652,15082,12631,,一般,,
2022/12/06,TX,202301  ,14918,14920,14765,14800,-101,-0.68%,518,-,-,14810,14813,15082,12631,,盤後,,
2022/12/06,TX,202302  ,14804,14835,14625,14630,-248,-1.67%,50,14630,261,14622,14626,15052,14316,,一般,,
2022/12/06,TX,202302  ,14863,14863,14750,14750,-128,-0.86%,15,-,-,14783,14787,15052,14316,,盤後,,
2022/12/06,TX,202303  ,14787,14802,14594,14594,-248,-1.67%,151,14594,1201,14590,14592,17000,12563,,一般,,
2022/12/06,TX,202303  ,14810,14820,14730,14730,-112,-0.75%,16,-,-,14752,14756,17000,12563,,盤後,,
2022/12/06,TX,202306  ,14703,14703,14508,14508,-258,-1.75%,12,14508,432,14504,14508,15417,12496,,一般,,
